,Name,Street,City,State,ZIP Code
35,Relay Graduate School of Education-Indiana,2255 Ralston Avenue,Indianapolis,IN,46218
36,Relay Graduate School of Education-Memphis,"1350 Concourse Ave, Suite 434",Memphis,TN,38104
37,Relay Graduate School of Education-Nashville,1108 McKennie Avenue,Nashville,TN,37206
38,Relay Graduate School of Education-New Orleans,"639 Loyola Ave, Suite 1860",New Orleans,LA,70113
39,Relay Graduate School of Education-Newark,"50 Park Place, Suite 1001",Newark,NJ,07102
40,Relay Graduate School of Education-Philadelphia & Camden,"100 W. Oxford St., Suite 2100 E",Philadelphia,PA,19122-4906
41,Relay Graduate School of Education-San Antonio,1520 W Contour Drive,San Antonio,TX,78212
42,"Relay Graduate School of Education-Washington, D.C","1140 3rd Street, NE, 2nd Floor",Washington,DC,20002
43,Relay Graduate School of Education,"25 Broadway, 3rd Fl",New York,NY,10004
44,Remington College-Shreveport Campus,2106 Bert Kouns Industrial Loop,Shreveport,LA,71101
45,Rensselaer at Hartford,275 Windsor St,Hartford,CT,06120
46,Rexburg College of Massage Therapy,669 Pioneer Road,Rexburg,ID,83440-3873
47,Richard Bland College,11301 Johnson Road,South Prince George,VA,23805-7100
48,Richport Technical College,5915 Bluebonnet Boulevard,Baton Rouge,LA,70836
49,Ridge Technical College,7700 State Rd 544,Winter Haven,FL,33881-9518
50,Rio Grande Valley College,5419 North Cage Boulevard,Pharr,TX,78577-2106
51,River Valley School of Massage,2003 East Parkway Drive,Russellville,AR,72802
52,Riveroak Technical College,415 SW Pinewood Dr,Live Oak,FL,32064
53,Rob Roy Academy-Woonsocket,251 Main Street,Woonsocket,RI,02895-3210
54,Robert Fiance Beauty Schools,552 E Woolbright Rd,Boynton Beach,FL,33435
55,Robert Morgan Educational Center and Technical College,18180 SW 122nd Ave,Miami,FL,33177-2427
56,Rochester University,800 West Avon Road,Rochester Hills,MI,48307
57,Rockingham Community College,215 Wrenn Memorial Road,Wentworth,NC,27375
58,Rocky Vista University-Southern Utah,255 East Center Street,Ivins,UT,84738-6756
59,Rogers Academy of Hair Design,221 Main Street,Evansville,IN,47708
60,Rosedale Technical College,215 Beecham Drive,Pittsburgh,PA,15205-9791
61,Rosel School of Cosmetology,307 Golf Mill Center,Niles,IL,60714
62,Ross College-Canton,"4300 Munson Street, North West",Canton,OH,44718-3674
63,Ross College-Grand Rapids North,1624 Woodworth NE,Grand Rapids,MI,49525
64,Ross College-Hopkinsville,4001 Fort Campbell Boulevard,Hopkinsville,KY,42240-4948
65,Ross College-Quad Cities,"1801 E. Kimberly Road, Suite B",Davenport,IA,52807
66,Ross Medical Education Center-Kalamazoo,"5177 West Main Street, Suite A",Kalamazoo,MI,49009
67,Ross Medical Education Center-Battle Creek,"3600 Capital Ave., SW, Suite 104",Battle Creek,MI,49015
68,Ross Medical Education Center-Elyria,120 Market Drive,Elyria,OH,44035
69,Ross Medical Education Center-Huntsville,"930 Old Monrovia Road, NW Ste. 9",Huntsville,AL,35806
70,Ross Medical Education Center-Knoxville,206 N Seven Oaks Dr,Knoxville,TN,37922
71,Ross Medical Education Center-Lafayette,2621 Maple Point Drive,Lafayette,IN,47905
72,Ross Medical Education Center-Midland,2600 N. Saginaw Ste. B,Midland,MI,48640
73,Ross Medical Education Center-Muncie,411 W. Riggin Road,Muncie,IN,47303
74,Rowan College at Burlington County,900 College Circle,Mount Laurel,NJ,08054-1599
75,Rowan College of South Jersey Gloucester Campus,1400 Tanyard Road,Sewell,NJ,08080
76,Rowan-Cabarrus Community College,"1333 Jake Alexander Blvd, South",Salisbury,NC,28146
77,Royal Learning Institute,37-17 76th Street 2nd Floor,Jackson Heights,NY,11372-6533
78,Royal Learning Institute,"254 W. 29th St, 2nd Fl",New York,NY,10001-5786
79,Ruben's Five Star Academy,104 State Road 60 West,Lake Wales,FL,33853-4409
80,"Rudy & Kelly Academy, A Paul Mitchell Partner School","1920 Centerville Turnpike, Suite 114",Virginia Beach,VA,23464
81,Russell Sage College,65 1st Street,Troy,NY,12180
82,Sacred Heart Seminary and School of Theology,7335 S Hwy 100,Franklin,WI,53132
83,Sage School of Massage & Esthetics,"2855 NW Crossing Drive, Suite 201",Bend,OR,97703
84,Saint Anthony College of Nursing,3301 N. Mulford Road,Rockford,IL,61114
85,Saint Augustine College,1345 W. Argyle St.,Chicago,IL,60640-3501
86,Saint Elizabeth School of Nursing,1501 Hartford Street,Lafayette,IN,47904-9988
87,Saint Elizabeth University,2 Convent Road,Morristown,NJ,07960
88,Saint John's University-Staten Island Campus,300 Howard Avenue,Staten Island,NY,10301-4496
89,Saint Louis Community College,3221 McKelvey Road,Bridgeton,MO,63044
90,Saint Michael College of Allied Health,1106 Bladensburg Road NE,Washington,DC,20002
91,Salem College,601 S Church St,Winston-Salem,NC,27101
92,Salem University,223 W Main St,Salem,WV,26426
93,Salon & Spa Institute,2695 North Coria Street,Brownsville,TX,78520-8809
94,Salon Boutique Academy,4135 Belt Line Road Suite 102,Addison,TX,75001-4399
95,Salon Institute-Columbus Campus,50 Powell Road,Lewis Center,OH,43035-9153
96,Salon Professional Academy of San Antonio,16640 San Pedro Avenue,San Antonio,TX,78232-2242
97,Sampson Community College,Highway 24 West,Clinton,NC,28328-0318
98,San Antonio College,"1819 N. Main Ave.,",San Antonio,TX,78212-3941
99,San Ignacio University,3905 NW 107th ave Suite 301,Doral,FL,33178-2350
0,San Jacinto College-North Campus,5800 Uvalde Rd,Houston,TX,77049-4599
1,San Jacinto College-South Campus,13735 Beamer Rd,Houston,TX,77089-6099
2,San Jacinto Community College District-Generation Park Campus,13455 Lockwood Road,Houston,TX,77044-0000
3,San Jacinto Community College,8060 Spencer Hwy,Pasadena,TX,77505
4,"Sandra Academy of Salon Services, Inc",907 Main Street,New Tazewell,TN,37825-7239
5,SANS Technology Institute,"11200 Rockville Pike, Suite 200",North Bethesda,MD,20852
6,Sarasota School of Massage Therapy,5899 Whitfield Ave Suite 300,Sarasota,FL,34243-6130
7,Schiller International University,400 N Tampa St. Suite 1700,Tampa,FL,33602
8,School of Automotive Machinists & Technology,1911 Antoine Drive,Houston,TX,77055-1803
9,"School of Professional Horticulture, New York Botanical Garden",2900 Southern Blvd.,Bronx,NY,10458-5126
10,Searcy Beauty College,1004 S Main St,Searcy,AR,72143
11,Seattle Film Institute,3210 16th Avenue W,Seattle,WA,98119-1707
12,Seattle Institute of East Asian Medicine,226 South Orcas Street,Seattle,WA,98108
13,Seminary Bnos Chaim,388 Chestnut Street,Lakewood,NJ,08701-2336
14,Seward County Community College,1801 N. Kansas Ave.,Liberal,KS,67901
15,Sharon Regional School of Nursing,740 E State St,Sharon,PA,16146
16,Sharp Edgez Barber Institute-Buffalo,2844 Delaware Avenue,Buffalo,NY,14217-0000
17,Sharp Edgez Barber Institute,398 West Ridge Road,Rochester,NY,14615-0000
18,Shawsheen Valley School of Practical Nursing,100 Cook St,Billerica,MA,01821-5499
19,Shear Finesse Beauty Academy,9200 Arlington Expressway #28,Jacksonville,FL,32225
20,Shear Perfection Academy of Cosmetology,5620 Nolesville Pike,Nashville,TN,37211-3020
21,Shepherds College,1805 15th Avenue,Union Grove,WI,53182
22,Sherman College of Chiropractic,2020 Springfield Rd,Spartanburg,SC,29316
23,Shiloh University,416 D Avenue,Kalona,IA,52247-0846
24,Sierra Nevada University,999 Tahoe Blvd.,Incline Village,NV,89451
25,Simmons University,300 The Fenway,Boston,MA,02115-5898
26,Skin Science Institute,10299 S. 1300 E.,Sandy,UT,84094
27,Snow College-Richfield Campus,800 W 200 S,Richfield,UT,84701
28,Somerset County Technology Center,281 Technology Dr,Somerset,PA,15501-4309
29,Sonoran Desert Institute,"1555 W University Dr., Suite 103",Tempe,AZ,85281
30,South Central College-Faribault,1225 SW 3rd St,Faribault,MN,55021-5782
31,South College-Asheville,140 Sweeten Creek Road,Asheville,NC,28803-0000
32,South College-Atlanta,2600 Century Parkway Suite 110,Atlanta,GA,30345-0000
33,South College-Nashville,616 Marriott Drive,Nashville,TN,37214
34,South Dade Technical College,28300 S.W. 152nd Avenue,Leisure City,FL,33033-1412
35,South Eastern Beauty Academy,318 Second Street,Paintsville,KY,41240-1034
36,South Florida Bible College and Theological Seminary,2200 SW 10th Street,Deerfield Beach,FL,33442
37,South Hills Beauty Academy,3269 W Liberty Ave,Pittsburgh,PA,15216
38,South Hills School of Business and Technology-Altoona,508 58th Street,Altoona,PA,16602
39,South Texas College of Law Houston,1303 San Jacinto Street,Houston,TX,77002-7006
40,South Texas Vocational Technical Institute-Brownsville,"1900 North Expressway, Suite O",Brownsville,TX,78521
41,South Texas Vocational Technical Institute-Weslaco,"1600 North Westgate Drive, Suite 400",Weslaco,TX,78599
42,South University-Austin,1220 West Louis Henna Boulevard,Round Rock,TX,78681-2300
43,Southeast Kentucky Community,700 College Rd,Cumberland,KY,40823
44,Southeast Technical College,2320 N Career Ave,Sioux Falls,SD,57107-1301
45,Southeastern College-Charleston,"2431 Aviation Avenue, Suite 703",North Charleston,SC,29406
46,Southeastern College-Charlotte,207 Regency Executive Park Drive,Charlotte,NC,28217
47,Southeastern College-Columbia,1628 Browning Road,Columbia,SC,29210
48,Southeastern College-Miami Lakes,17395 NW 59th Avenue,Miami Lakes,FL,33015
49,Southeastern College-West Palm Beach,1756 North Congress Avenue,West Palm Beach,FL,33409
50,Southeastern Esthetics Institute,1644 Main St. Suite 1,Columbia,SC,29201-0000
51,Southeastern Free Will Baptist Bible College,532 Eagle Rock Road,Wendell,NC,27591-9072
52,Southeastern Louisiana University-Albert Cammon Middle School,234 Pirate Drive,St. Rose,LA,70087-3616
53,Southeastern Louisiana University-Destrahan High School,#1 Wildcat Lane,Destrehan,LA,70047-4002
54,Southeastern Louisiana University-EBR Parish School System Prof Dev,3000 North Sherwood Forest Drive,Baton Rouge,LA,70814-5322
55,Southeastern Louisiana University-St Amant High School,12035 Highway 431,St Amant,LA,70774-3413
56,Southeastern Oklahoma State University,425 W University Blvd,Durant,OK,74701-3347
57,Southern Careers Institute-Austin,"1701 W Ben White Blvd, Ste 100",Austin,TX,78744
58,Southern Careers Institute-Waco,3700 South IH-35 Suite A,Waco,TX,76706-3756
59,Southern Regional Technical College,15689 US Hwy 19 North,Thomasville,GA,31792
60,Southern State Community College,100 Hobart Drive,Hillsboro,OH,45133-9406
61,Southern University Law Center,,Baton Rouge,LA,70813
62,Southern Worcester County Regional Vocational School District,57 Old Muggett Hill Rd,Charlton,MA,01507-1331
63,Southside College of Health Sciences,430 Clairmont Court - Suite 200,Colonial Heights,VA,23834
64,Southwest Institute of Healing Arts,1538 E. Southern Ave,Tempe,AZ,85282
65,Southwest School of Business and Technical Careers-South Texas,3900 N 23rd St,McAllen,TX,78501
66,Southwest Technical College,757 West 800 South,Cedar City,UT,84720
67,Southwest University of Visual Arts-Albuquerque,301 Central Ave NW,Albuquerque,NM,87102
68,Southwest University of Visual Arts-Tucson,20 E. Congress St.,Tucson,AZ,85701
69,Southwest Virginia Community College,"369 College Road US Rt. 19, 6 Miles S. Claypool Hill",Cedar Bluff,VA,24609
70,Southwestern College,100 College Street,Winfield,KS,67156-2499
71,Southwestern Oklahoma State University,100 Campus Dr,Weatherford,OK,73096-3001
72,Sovah School of Health Professions,"109 Bridge St., Suite 200",Danville,VA,24541
73,SOWELA Technical Community College,3820 Senator J. Bennett Johnston Ave,Lake Charles,LA,70615
74,Spa Tech Institute-Westboro,227 Turnpike Rd. - Suite 1,Westborough,MA,01581
75,Spartan College of Aeronautics and Technology,10851 W 120th Ave,Broomfield,CO,80021-3465
76,Specs Howard School of Media Arts,26700 Lahser Road Suite 100,Southfield,MI,48033
77,"Springfield College-Regional, Online, and Continuing Education","Springfield College - Regional, Online, and Continuing Education",Springfield,MA,01109
78,St Bonaventure University,3261 W. State Road,Saint Bonaventure,NY,14778-9800
79,St Francis College,180 Remsen Street,Brooklyn Heights,NY,11201-4305
80,St. Andrews University,1700 Dogwood Mile,Laurinburg,NC,28352
81,St. John Vianney College Seminary,2900 SW 87th Ave,Miami,FL,33165-3244
82,St. John's College,60 College Ave,Annapolis,MD,21401
83,St. John's College-Department of Nursing,729 E. Carpenter St,Springfield,IL,62702
84,St. John's University-New York,8000 Utopia Pky,Queens,NY,11439
85,St. Joseph's College of Nursing,206 Prospect Ave,Syracuse,NY,13203
86,St. Joseph's College-New York,245 Clinton Ave,Brooklyn,NY,11205-3688
87,St. Louis Med Tech,59 Grasso Plaza,St. Louis,MO,63123-3107
88,St. Mary's College of Maryland,47645 College Drive,St. Mary's City,MD,20686
89,St. Mary's University,One Camino Santa Maria,San Antonio,TX,78228
90,St. Peter's Hospital College of Nursing,714 New Scotland Ave,Albany,NY,12208
91,St. Thomas University,16401 NW 37th Ave,Miami Gardens,FL,33054-6459
92,Stacey James Institute,"16534 Keystone Boulevard, Unit C",Parker,CO,80134-3358
93,Standard Healthcare Services-College of Nursing,"7704 Leesburg Pike, Suite 1000",Falls Church,VA,22043
94,Stautzenberger College-Rockford Career College,1130 South Alpine Road Suite 100,Rockford,IL,61108-3900
95,"Stellar Career College-Chicago, IL","205 W. Randolph Street, Suite 200",Chicago,IL,60606-0000
96,Stillman College,3601 Stillman Boulevard,Tuscaloosa,AL,35401
97,Stone Academy-West Haven,560 Saw Mill Road,West Haven,CT,06516
98,Stony Brook University,310 Administration Building,Stony Brook,NY,11794-0701
99,Strand Institute of Beauty & Esthetics,1018 Us Hwy 181,Portland,TX,78374
0,Stratford School for Aviation Maintenance Technicians,200 Great Meadow Road,Stratford,CT,06615
1,Stratford University,2900 Eisenhower Avenue,Alexandria,VA,22314
2,Strayer University-Decatur Campus,"305 2nd Avenue, Southeast",Decatur,AL,35601-2319
3,Strayer University-Macon Campus,"520 Martin Luther King Junior Blvd, Suite 300",Macon,GA,31201-3410
4,Strayer University-Montgomery Campus,79 Commerce Street Suite C,Montgomery,AL,36104-3529
5,Strayer University-Northwest Houston Campus,10343 Sam Houston Parkway Drive,Houston,TX,77064-5768
6,Strayer University-Alabama,"2 20th Street North, #150",Birmingham,AL,35203
7,Strayer University-Alexandria Campus,2730 Eisenhower Ave,Alexandria,VA,22314
8,Strayer University-Allentown Campus,"520 Hamilton Street, 100",Allentown,PA,18101
9,Strayer University-Anne Arundel Campus,"1520 Jabez Run, Suite 100",Millersville,MD,21108
10,Strayer University-Augusta Campus,1330 Augusta West Parkway,Augusta,GA,30909
11,Strayer University-Baymeadows Campus,8375 Dix Ellis Trail Ste 200,Jacksonville,FL,32256
12,Strayer University-Cedar Hill,610 Uptown Blvd Suite 3500,Cedar Hill,TX,75104-5768
13,Strayer University-Center City Campus,1601 Cherry St Ste 100,Philadelphia,PA,19102
14,Strayer University-Charleston Campus,5010 Wetland Crossing,North Charleston,SC,29418
15,Strayer University-Chesapeake Campus,676 Independence Parkway Suite 300,Chesapeake,VA,23320
16,Strayer University-Chesterfield Campus,15521 Midlothian Turnpike Suite 401,Midlothian,VA,23113
17,Strayer University-Cobb Campus,"3101 Towercreek Parkway SE, Suite 700",Atlanta,GA,30339
18,Strayer University-Columbia Campus,"200 Center Point Circle, Ste 300",Columbia,SC,29210
19,Strayer University-Columbus,408 12th Street Suite 102,Columbus,GA,31901
20,Strayer University-Delaware County Campus,"760 W Sproul Rd, Suite 200",Springfield,PA,19064
21,Strayer University-Delaware,800 North King Street Suite 101,Wilmington,DE,19801
22,Strayer University-Douglasville Campus,4655 Timber Ridge Dr,Douglasville,GA,30135
23,Strayer University-Florida,5650 Breckenridge Park Drive Suite 300,Tampa,FL,33610
24,Strayer University-Fort Lauderdale Campus,2307 West Broward Boulevard Suite 100,Fort Lauderdale,FL,33312
25,Strayer University-Fredericksburg Campus,150 Riverside Parkway Suite 100,Fredericksburg,VA,22406
26,Strayer University-Greensboro Campus,"4900 Koger Blvd, Ste 400",Greensboro,NC,27407
27,Strayer University-Henrico Campus,11501 Nuckols Road,Glen Allen,VA,23059
28,Strayer University-Huntersville Campus,13620 Reese Boulevard Suite 130,Huntersville,NC,28078
29,Strayer University-Huntsville Campus,4955 Corporate Drive NW Suite 200,Huntsville,AL,35805
30,Strayer University-Knoxville Campus,"800 S. Gay Street, #PP30",Knoxville,TN,37929
31,Strayer University-Lithonia Campus,3120 Stonecrest Blvd Ste 200,Lithonia,GA,30038
32,Strayer University-Loudoun Campus,45150 Russell Branch Pky Ste 200,Ashburn,VA,20147
33,Strayer University-Lower Bucks County Campus,"3800 Horizon Boulevard, Suite 100",Trevose,PA,19053
34,Strayer University-Maitland Campus,"901 N. Lake Destiny Drive, #370",Maitland,FL,32751
35,Strayer University-Manassas Campus,9990 Battleview Pky,Manassas,VA,20109
36,Strayer University-Miramar Campus,14479 Miramar Parkway,Miramar,FL,33027
37,Strayer University-Mississippi,100 East Capitol Street Suite 100,Jackson,MS,39201
38,Strayer University-Morrow Campus,"3000 Corporate Center Dr, Ste 100",Morrow,GA,30260
39,Strayer University-Nashville Campus,617 3rd Avenue South,Nashville,TN,37210
40,Strayer University-Newport News Campus,"99 Old Oyster Point Road, Unit 1",Newport News,VA,23602
41,Strayer University-North Charlotte,7870 Commons Park Circle NW,Concord,NC,28027
42,Strayer University-North Dallas,8111 LBJ Freeway Suite 1100,Dallas,TX,75251-5768
43,Strayer University-North Raleigh Campus,5221 Capital Blvd.,Raleigh,NC,27616
44,Strayer University-Northwest Houston,10343 W Sam Houston Pkwy N Ste 200,Houston,TX,77064-5768
45,Strayer University-Orlando East Campus,2200 North Alafaya Trail Ste 500,Orlando,FL,32826
46,Strayer University-Owings Mills Campus,"500 Redland Ct, Ste 100",Owings Mills,MD,21117
47,Strayer University-Palm Beach Gardens Campus,11025 RCA Center Dr Ste 200,Palm Beach Gardens,FL,33410
48,Strayer University-Piscataway,242 Old New Brunswick Road Ste 220,Piscataway,NJ,08854
49,Strayer University-Rockville Campus,1803 Research Boulevard Suit 110,Rockville,MD,20850
50,Strayer University-Roswell Campus,100 Mansell Court East,Roswell,GA,30076
51,Strayer University-San Antonio,40 NE Loop 410 Suite 500,San Antonio,TX,78216-5768
52,Strayer University-Sand Lake Campus,"8541 South Park Circle, Building 900",Orlando,FL,32819
53,Strayer University-Savannah Campus,8001 Chatham Center Drive,Savannah,GA,31405
54,Strayer University-Shelby Oaks Campus,7275 Appling Farms Pkwy,Memphis,TN,38133
55,Strayer University-South Charlotte,9101 Kings Parade Boulevard,Charlotte,NC,28273
56,Strayer University-South Raleigh Campus,3421 Olympia Drive,Raleigh,NC,27603
57,Strayer University-Stafford,12603 Southwest Freeway Suite 400,Stafford,TX,77477-5768
58,Strayer University-Takoma Park Campus,6830 Laurel St NW,Washington,DC,20012
59,Strayer University-Virginia Beach Campus,249 Central Park Avenue Ste 350,Virginia Beach,VA,23462
60,Strayer University-Virginia,2121 15th Street N,Arlington,VA,22201
61,Strayer University-Warrendale Campus,802 Warrendale Village Drive,Warrendale,PA,15086
62,Strayer University-White Marsh Campus,9920 Franklin Square Drive,Baltimore,MD,21236
63,Strayer University-Willingboro Campus,300 Willingboro Pkwy Ste 125,Willingboro,NJ,08046
64,Strayer University-Woodbridge Campus,13385 Minnieville Rd,Woodbridge,VA,22192
65,Studio Beauty School,10001 E Sprague Ave,Spokane Valley,WA,99206
66,Studio Incamminati,"1901 S. 9th Street, Bok 7th Floor",Philadelphia,PA,19148-2384
67,Suffolk University,73 Tremont St.,Boston,MA,02108-3901
68,Sullivan University,3101 Bardstown Rd,Louisville,KY,40205-3013
69,Summit Salon Academy Kansas City,815 W 23rd St,Independence,MO,64055
70,Summit Salon Academy,1944 East 53rd Street,Anderson,IN,46013
71,Summit Salon Academy-Gainesville,"6915 NW 4th Blvd., Suite B",Gainesville,FL,32607
72,Summit Salon Academy-Kokomo,1012 S Reed Rd,Kokomo,IN,46901-6248
73,Summit Salon Academy-Lexington,1300 E New Circle Rd Ste 110,Lexington,KY,40505
74,Summit Salon Academy-Perrysburg,116 W S Boundary St,Perrysburg,OH,45551
75,Summit Salon Academy-Portland,8820 SW Center,Tigard,OR,97223
76,Sumner College,8338 NE Alderwood Road Ste 100,Portland,OR,97220
77,Suncoast Technical Education Center -,14075 Ken Austin Parkway,Brooksville,FL,34613-4904
78,Suncoast Technical Education Center,4057 California Street,Brooksville,FL,34604-0683
79,Sunstate Academy-Jones Technical Institute,8813 Western Way,Jacksonville,FL,32256-0367
80,SUNY Adirondack,640 Bay Rd,Queensbury,NY,12804
81,SUNY Brockport,350 New Campus Dr,Brockport,NY,14420-2919
82,SUNY Broome Community College,907 Upper Front Street,Binghamton,NY,13901-1001
83,SUNY Corning Community College,1 Academic Dr,Corning,NY,14830
84,SUNY Cortland,Miller Building,Cortland,NY,13045-0900
85,SUNY Downstate Health Sciences University,450 Clarkson Ave,Brooklyn,NY,11203-2098
86,SUNY Morrisville,80 Eaton Street,Morrisville,NY,13408
87,SUNY Polytechnic Institute,100 Seymour Rd,Utica,NY,13502
88,Susquehanna County Career and Technology Center,2380 Elk Lake School Road,Springville,PA,18844
89,Taft University System,"3333 South Wadsworth Boulevard, Suite D-228",Lakewood,CO,80227
90,Talmudical Institute of Upstate New York,769 Park Ave,Rochester,NY,14607-3046
91,Taylor Andrews Academy of Hair Design-Hair Lab Detroit Barber School,15070 Dix Toledo Road,Southgate,MI,48195-2615
92,Taylor Andrews Academy of Hair Design-Provo,2035 N 550 W,Provo,UT,84604
93,Taylor Andrews Academy-St George,2214 E Riverside Drive,St. George,UT,84790
94,Taylor Business Institute,"180 North Wabash Avenue, Fifth Floor",Chicago,IL,60601
95,Taylor Institute of Cosmetology II,320 E Culver Rd,Knox,IN,46534
96,Technical College of the Rockies,1765 hwy 50,Delta,CO,81416
97,Technical Learning Centers Inc,1220 19th St. Suite 100,Washington,DC,20036
98,TechSherpas 365,10213 Wilsky Blvd,Tampa,FL,33625
99,Tenaj Salon Institute,11915 CR 103,The Villages,FL,32162
0,Tennessee College of Applied Technology Nashville,100 White Bridge Rd,Nashville,TN,37209-4515
1,Tennessee College of Applied Technology-Jacksboro -,265 Elkins Road,Jacksboro,TN,37757
2,Tennessee College of Applied Technology-Shelbyville,1405 Madison St,Shelbyville,TN,37160-3629
3,Tennessee Wesleyan University,204 East College Street,Athens,TN,37303
4,Texas A & M University Health Science Center,"8441 Riverside Parkway, Clinical Building 1 - Suite 3100",Bryan,TX,77807
5,Texas A & M University-College Station,"JKW Administration Building, Suite 200",College Station,TX,77843-1248
6,Texas A & M University-Commerce,2200 Campbell Stree,Commerce,TX,75429-3011
7,Texas A&M University-Central Texas,1001 Leadership Place,Killeen,TX,76549
8,Texas A&M University-San Antonio,One University Way,San Antonio,TX,78224
9,Texas A&M University-Texarkana,7101 University Avenue,Texarkana,TX,75503
10,Texas Barber College-Branch Campus #1,5148 South Lancaster,Dallas,TX,75241
11,Texas Barber College-Branch Campus #2,9888 Ferguson #101,Dallas,TX,75228
12,Texas Barber College-Branch Campus #5,4473 North Freeway,Houston,TX,77022
13,Texas Barber College,"8201 S. Gessner Road, Suite A",Houston,TX,77036
14,Texas College of Cosmetology-Lubbock,"3602 Slide Road, Suite B-18",Lubbock,TX,79414-2532
15,Texas Healthtech Institute,9615 College Street,Beaumont,TX,77707-2604
16,Texas Southmost College,80 Fort Brown,Brownsville,TX,78520
17,Texas State Technical College,3801 Campus Drive,Waco,TX,76705
18,Texas Tech University Health Sciences Center-El Paso,5001 El Paso Drive,El Paso,TX,79905-2827
19,Texas Woman's University,304 Administration Dr,Denton,TX,76204
20,Textures Institute of Cosmetology,8325 North Michigan Road,Indianapolis,IN,46268-3635
21,The Art Institute of Austin,1204 Chestnut St.,Bastrop,TX,78602
22,The Beauty Institute,153 Lehigh Valley Mall,Whitehall,PA,18052
23,The Beauty Institute-Ambler,50 E. Butler Pike,Ambler,PA,19002
24,The Beauty Institute,9902 E. Roosevelt Blvd,Philadelphia,PA,19115
25,The Beauty Institute,344 Stroud Mall Road Suite 308,Stroudsburg,PA,18360-1720
26,The Catholic University of America,"620 Michigan Avenue, NE",Washington,DC,20064
27,The Chicago School of Professional Psychology at Xavier University of Louisiana,1 Drexel Drive,New Orleans,LA,70125-1056
28,The Chrysm Institute of Esthetics,281 Independence Blvd Suite 101,Virginia Beach,VA,23462-2980
29,The College of Health Care Professions-Austin,6330 E. Highway 290 Suite 180,Austin,TX,78723
30,The College of Health Care Professions-Dallas,"8585 N. STEMMONS FREEWAY, SUITE 300, NORTH TOWER",Dallas,TX,75247
31,The College of Health Care Professions-McAllen Campus,1917 W. Nolana Ave Suite 100,McAllen,TX,78504-4398
32,The College of Health Care Professions-Northwest,12230 Northwest Freeway,Houston,TX,77092
33,The College of Health Care Professions-South San Antonio,1964 SW Military Drive,San Antonio,TX,78221-1474
34,The College of the Florida Keys,5901 College Rd,Key West,FL,33040
35,The Culinary School of Fort Worth,6550 Camp Bowie Blvd #110,Fort Worth,TX,76116
36,The Esthetic Institute,8381 Old Courthouse Road STE 320,Vienna,VA,22182-3818
37,The Hair Academy LLC,513 West College Street,Fayetteville,TN,37334-0135
38,The Healthcare Institute,1822 Fredericksburg Road,San Antonio,TX,78201-5035
39,The Institute of Beauty and Wellness,327 East Saint Paul Avenue,Milwaukee,WI,53202-0000
40,The King's University,2121 E. Southlake Boulevard,Southlake,TX,76092
41,The Michigan Barber School,8988-90 Grand River Avenue,Detroit,MI,48204-2244
42,The Modern College of Design,1725 E David Rd,Kettering,OH,45440
43,The New School Center for Media,14 Computer Drive West,Albany,NY,12205
44,The New School,,New York,NY,10011
45,The North Coast College,11724 Detroit Avenue,Lakewood,OH,44107
46,The Pennsylvania State University,201 Old Main,University Park,PA,16802-1503
47,The Professional Cosmetology Academy,1407 Calle del Norte Suite 116,Laredo,TX,78041-5930
48,The Professional Hair Design Academy,3408 Mall Drive,Eau Claire,WI,54701-7633
49,The Recording Conservatory of Austin,4615 City Park Road,Austin,TX,78730-3004
50,The Salon Professional Academy-Altoona,415 D Orchard Avenue,Altoona,PA,16601-2419
51,The Salon Professional Academy-Battle Creek,1416 W. Columbia Ave.,Battle Creek,MI,49015
52,The Salon Professional Academy-Cedar Falls,1350 College Square Mall,Cedar Falls,IA,50613
53,The Salon Professional Academy-Delray Beach,"14610 South Military Trail, Ste G-4",Delray Beach,FL,33484-0000
54,The Salon Professional Academy-Georgetown,901 South IH 35,Georgetown,TX,78626-5470
55,The Salon Professional Academy-Nampa,120 Holly Street,Nampa,ID,83686-5104
56,The Salon Professional Academy-North Little Rock,13125 HWY 107,Sherwood,AR,72120
57,The Salon Professional Academy,937 East North Street,Rapid City,SD,57701
58,The Salon Professional Academy,16108 S. Rt. 59 Unit 200,Plainfield,IL,60586
59,The Salon Professional Academy-Washington DC,90 K Street North East,Washington,DC,20002-0000
60,The School of Architecture,6433 E. Doubletree Ranch Rd.,Paradise Valley,AZ,85253
61,The Temple Annapolis-A Paul Mitchell Partner School,2303 Forest Drive Suite C,Annapolis,MD,21401-3833
62,The University of Alabama,739 University Blvd,Tuscaloosa,AL,35487-0100
63,The University of Montana-Missoula College,1205 East Broadway Street,Missoula,MT,59802
64,The University of Tennessee Health Science Center,875 Monroe Avenue,Memphis,TN,38163
65,The University of Tennessee-Martin,554 University Street,Martin,TN,38238
66,The University of Texas at Austin,110 Inner Campus Drive,Austin,TX,78705
67,The University of Texas Medical Branch at Galveston,301 University Blvd,Galveston,TX,77555-0129
68,The University of Texas Permian Basin,4901 E University,Odessa,TX,79762-0001
69,The University of Texas Rio Grande Valley,1201 W University Dr,Edinburg,TX,78539-2999
70,The University of the South,735 University Avenue,Sewanee,TN,37383-1000
71,The Vocational Nursing Institute Inc,11201 Steeple Park Drive,Houston,TX,77065
72,Thomas Aquinas College-New England,231 Main Street,Northfield,MA,01360-1034
73,Thomas Edison State University,111 W State St,Trenton,NJ,08608
